Permalink,Creator,Object title,Type,Format,Licence,Date (From),Date (To),Date (Appendix),Image number,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19 
 https://gams.uni-graz.at/o:vase.250 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of Simeon Arnaudov and his wife ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1919,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.250/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.250/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2500 ," Tausch, Walter ", Market scene ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2500/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2500/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2501 ," Tausch, Walter ", Muslim women's streetwear ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2501/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2501/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2502 ," Halačević, Nusret ", Muslim funeral ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2502/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2502/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2503 ," Božić, Đ. ", Traditional women's folk costumes ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2503/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2503/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2504 ," Halačević, Nusret ", Muslim women's streetwear ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2504/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2504/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2505 ," Tausch, Walter ", Coppersmith Street (Kazandžiluk) ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2505/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2505/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2506 ," Tausch, Walter ", Muslim women and a girl in the street ,Real photo postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2506/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2506/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2507 ," Tausch, Walter ", Christian women's folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2507/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2507/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2508 ," Tausch, Walter ", Folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2508/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2508/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.251 ," Karastoyanov, Ivan Anastasov ", Studio portrait of Ganchev ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1888,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.251/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.251/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2510 ," Tausch, Walter ", Christian women's folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2510/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2510/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2511 ," Tausch, Walter ", Folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2511/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2511/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2512 ," Tausch, Walter ", Peasants in traditional clothes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2512/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2512/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2513 , unknown , Peasants in traditional clothes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1945,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2513/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2513/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2514 ," Tausch, Walter ", Street scene in a residential quarter ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2514/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2514/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2515 ," Tausch, Walter ", Traditional women's folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2515/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2515/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2516 ," Tausch, Walter ", Traditional women's folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2516/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2516/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2517 ," Tausch, Walter ", Traditional women's folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2517/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2517/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2518 ," Božić, Đ. ", Traditional women's folk costumes ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2518/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2518/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2519 ," Tausch, Walter ", Folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2519/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2519/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.252 ," Karastoyanov, Dimitar Anastasov ", Welcome ceremony for Ferdinand I ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1878,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.252/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.252/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2520 ," Halačević, Nusret ", Market scene ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2520/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2520/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2521 ," Viditz, August ", Railway station ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1878,1896,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2521/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2521/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2522 ," Halačević, Nusret ", Market scene ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2522/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2522/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2523 ," Tausch, Walter ", Street scene in Baščaršija ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2523/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2523/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2524 ," Tausch, Walter ", Market scene ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1939,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2524/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2524/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2525 ," Božić, Đ. ", Portrait of an old Muslim man ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2525/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2525/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2526 ," Tausch, Walter ", Baščaršija ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2526/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2526/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2527 ," Tausch, Walter ", Winter street scene ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2527/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2527/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2528 ," Tausch, Walter ", Folk costumes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2528/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2528/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2529 , unknown , Street scene ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.2529/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.253 ," Karastoyanov, Dimitar Anastasov ", Studio group portrait ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1890,, before ,2, https://gams.uni-graz.at/archive/objects/o:vase.253/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.253/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2530 ," Tausch, Walter ", Sagardžije Street ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2530/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2530/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2531 ," Topič, František ", Portrait of three women and a girl in costumes from Herzegovina ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1902,,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2531/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2531/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2532 ," Schädler, Anton ", Studio portrait of the young Milka Hun ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1879,1912,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2532/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2532/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2533 ," Schädler, Anton ", Studio portrait of the young Milka Hun ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1881,1890,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2533/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2533/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2534 ," Strelisky, Sándor ", Studio portrait of Milka Hun ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1896,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2534/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2534/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2535 ," Csonka, Simon ", Coffee time scene with Milka Hun ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1890,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2535/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2535/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2536 , Atelier Rembrandt , Portrait of Milka Hun as a child ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1878,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2536/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2536/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2537 ," Schädler, Anton ", Portrait of Milka Hun as a child ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1888,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2537/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2537/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2538 ," Strelisky, Sándor ", Studio portrait of Milka Hun ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1896,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2538/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2538/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2539 ," Hoiger, Anton ", Studio portrait of a man in traditional clothes ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1895,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2539/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2539/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.254 ," Stojanović/Karastoyanov, Anastas Nikolov ", Studio portrait of Stefan Stambolov ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1870,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.254/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.254/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2540 ," Klösz, György ", Studio portrait of Milka Hun ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1885,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2540/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2540/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2541 , unknown , Railway Station Bistrik Near Sarajevo ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1906,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2541/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2541/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2542 ," Tausch, Walter ", Street scene near the Nadkovači graveyard ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2542/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2542/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2543 ," Tausch, Walter ", Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1920,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2543/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2543/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2544 ," Božić, Đ. ", Scene in front of a shop in Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2544/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2544/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2545 ," Božić, Đ. ", Selling pottery ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2545/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2545/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2546 ," Tausch, Walter ", Veiled Muslim women in the street ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2546/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2546/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2547 ," Božić, Đ. ", Market in Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2547/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2547/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2548 ," Božić, Đ. ", Market in Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2548/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2548/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2549 , unknown , Bosnian Turkish Woman ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1904,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2549/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2549/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.255 ," Stojanović/Karastoyanov, Anastas Nikolov ", Studio portrait of Stefan Stambolov ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1877,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.255/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.255/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2550 ," Halačević, Nusret ", Market in Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2550/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2550/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2551 ," Tausch, Walter ", Market in Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2551/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2551/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2552 ," Božić, Đ. ", Muslim women and girls in the courtyard of the Gazi Husrev Bey's mosque ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1918,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2552/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2552/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2553 ," Tausch, Walter ", Muslim street vendor in Baščaršija ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,1950,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2553/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2553/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2554 ," Tausch, Walter ", Portrait of a peasant ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1910,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.2554/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2554/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.2555 , unknown , Turkish Women In A Street ,Postcard,Not specified,Creative Commons [CC BY-NC-ND 3.0],1904,1918,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.2555/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.2555/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
